Waste type,Initial pH,Initial carbon to nitrogen,Initial moisture content (%),Compost time (day),pH,Temperature (℃),Moisture content (%),EC（ms/cm-1）,Ammonia氨mg/kg,Nitrate硝酸盐mg/kg,总氮(%),总有机碳变化(%),有机质含量变化(%),C/N,GI (%),NH4+-N (g/Kg),NO3--N (g/Kg),CO2 (g/Kg),CH4 (g/Kg),N2O (g/Kg),NH3 (g/Kg),segment,Temperature_corr,Moisture_corr,pH_corr,batch_id
poultry manure,7.75082,15.0,67.0,61.0,8.634161023,34.7056,42.8599765,,,,,,,,,,,0.0171988,,,0.0,Segment B: native,34.7056,42.8599765,8.634161023,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,62.0,8.637794773,36.1949,42.85389241,,,,,,,,,,,0.017202467,,,0.0,Segment B: native,36.1949,42.85389241,8.637794773,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,63.0,8.69779,33.3763,42.85389241,,,,,,,,,,,0.017565733,,,0.0,Segment B: native,33.3763,42.85389241,8.69779,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,64.0,8.639290114,33.7163,43.65012763,,,,,,,,,,,0.016789667,,,0.0,Segment B: native,33.7163,43.65012763,8.639290114,poultry manure|7.751|15.0|67.0
poultry manure,7.75082,15.0,67.0,65.0,8.639290114,34.9816,43.65012763,,,,,,,,,,,0.0129552,,,0.0,Segment B: native,34.9816,43.65012763,8.639290114,poultry manure|7.751|15.0|67.0
poultry manure,8.06193,20.0,67.0,1.0,8.06,39.0365,67.0,,,,,,,,,,,0.247974667,,,0.040060467,Segment B: native,39.0365,67.0,8.06,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,2.0,8.617726995,53.1315,60.85761477,,,,,,,,,,,0.240530667,,,0.011337867,Segment B: native,53.1315,60.85761477,8.617726995,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,3.0,8.681041741,48.9613,52.360625,,,,,,,,,,,0.177258,,,0.008692333,Segment B: native,48.9613,52.360625,8.681041741,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,4.0,8.751778377,39.1,52.55911206,,,,,,,,,,,0.246114,,,0.028155733,Segment B: native,39.1,52.55911206,8.751778377,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,5.0,8.892945734,53.0984,51.71318138,,,,,,,,,,,0.224712667,,,0.035525333,Segment B: native,53.0984,51.71318138,8.892945734,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,6.0,8.898089922,49.0969,50.21378365,,,,,,,,,,,0.214477333,,,0.031557067,Segment B: native,49.0969,50.21378365,8.898089922,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,7.0,9.17,55.0953,48.93864365,,,,,,,,,,,0.220525333,,,0.029478467,Segment B: native,55.0953,48.93864365,9.17,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,8.0,9.003214923,53.7938,49.89390341,,,,,,,,,,,0.204242,,,0.026266067,Segment B: native,53.7938,49.89390341,9.003214923,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,9.0,8.968427337,54.7922,49.99565227,,,,,,,,,,,0.200054667,,,0.023809533,Segment B: native,54.7922,49.99565227,8.968427337,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,10.0,8.857010601,51.3907,49.81737045,,,,,,,,,,,0.168418,,,0.010582,Segment B: native,51.3907,49.81737045,8.857010601,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,11.0,8.850971341,53.089,49.59525341,,,,,,,,,,,0.167022667,,,0.0224868,Segment B: native,53.089,49.59525341,8.850971341,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,12.0,8.865120126,52.6875,48.42392517,,,,,,,,,,,0.164696,,,0.025321267,Segment B: native,52.6875,48.42392517,8.865120126,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,13.0,8.89469689,51.0859,48.87926154,,,,,,,,,,,0.183306,,,0.0222978,Segment B: native,51.0859,48.87926154,8.89469689,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,14.0,9.22,50.7844,48.40567891,,,,,,,,,,,0.167022667,,,0.031368133,Segment B: native,50.7844,48.40567891,9.22,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,15.0,8.802571333,45.0828,48.89603005,,,,,,,,,,,0.187958667,,,0.023620533,Segment B: native,45.0828,48.89603005,8.802571333,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,16.0,8.802571333,46.3813,48.36163459,,,,,,,,,,,0.169814,,,0.0277778,Segment B: native,46.3813,48.36163459,8.802571333,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,17.0,8.784914044,45.6797,48.31961511,,,,,,,,,,,0.167488,,,0.0181406,Segment B: native,45.6797,48.31961511,8.784914044,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,18.0,8.590674612,44.7782,54.17438556,,,,,,,,,,,0.175396667,,,0.018707467,Segment B: native,44.7782,54.17438556,8.590674612,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,19.0,8.592580737,48.3765,54.17438556,,,,,,,,,,,0.171674667,,,0.015495067,Segment B: native,48.3765,54.17438556,8.592580737,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,20.0,8.571541077,48.575,54.59387177,,,,,,,,,,,0.160044,,,0.020030267,Segment B: native,48.575,54.59387177,8.571541077,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,21.0,8.42,49.7734,62.95359714,,,,,,,,,,,0.159113333,,,0.014172333,Segment B: native,49.7734,62.95359714,8.42,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,22.0,8.475125623,45.5719,62.96723351,,,,,,,,,,,0.164230667,,,0.012093733,Segment B: native,45.5719,62.96723351,8.475125623,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,23.0,8.475125623,46.6703,63.07867896,,,,,,,,,,,0.155856667,,,0.006235827,Segment B: native,46.6703,63.07867896,8.475125623,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,24.0,8.466706646,45.0688,62.62186987,,,,,,,,,,,0.150738667,,,0.00245654,Segment B: native,45.0688,62.62186987,8.466706646,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,25.0,8.405380168,44.0672,63.07784487,,,,,,,,,,,0.132594667,,,0.000566893,Segment B: native,44.0672,63.07784487,8.405380168,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,26.0,8.401213805,42.0657,62.58737328,,,,,,,,,,,0.119102667,,,0.0,Segment B: native,42.0657,62.58737328,8.401213805,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,27.0,8.399736532,40.1641,61.72189677,,,,,,,,,,,0.078626,,,0.0,Segment B: native,40.1641,61.72189677,8.399736532,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,28.0,8.29,43.0626,61.30508295,,,,,,,,,,,0.0618774,,,0.0,Segment B: native,43.0626,61.30508295,8.29,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,29.0,8.324796364,38.3609,61.12187159,,,,,,,,,,,0.061412133,,,0.0,Segment B: native,38.3609,61.12187159,8.324796364,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,30.0,8.307680796,39.9593,61.1683375,,,,,,,,,,,0.041871933,,,0.0,Segment B: native,39.9593,61.1683375,8.307680796,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,31.0,8.307746818,37.0578,61.50178864,,,,,,,,,,,0.041406667,,,0.0,Segment B: native,37.0578,61.50178864,8.307746818,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,32.0,8.279511591,38.0562,62.05580156,,,,,,,,,,,0.041406667,,,0.0,Segment B: native,38.0562,62.05580156,8.279511591,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,33.0,8.275420682,36.9547,63.15534508,,,,,,,,,,,0.034893267,,,0.0,Segment B: native,36.9547,63.15534508,8.275420682,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,34.0,8.275420682,36.1531,62.81300389,,,,,,,,,,,0.034893267,,,0.0,Segment B: native,36.1531,62.81300389,8.275420682,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,35.0,8.24,35.4516,62.68523798,,,,,,,,,,,0.034893267,,,0.0,Segment B: native,35.4516,62.68523798,8.24,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,36.0,8.292105544,34.7499,62.46609241,,,,,,,,,,,0.0274494,,,0.0,Segment B: native,34.7499,62.46609241,8.292105544,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,37.0,8.294675658,36.6485,62.31337537,,,,,,,,,,,0.0274494,,,0.0,Segment B: native,36.6485,62.31337537,8.294675658,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,38.0,8.315811932,36.0469,62.42231926,,,,,,,,,,,0.0274494,,,0.0,Segment B: native,36.0469,62.42231926,8.315811932,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,39.0,8.387266023,36.7453,62.34391017,,,,,,,,,,,0.0274494,,,0.0,Segment B: native,36.7453,62.34391017,8.387266023,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,40.0,8.379614205,33.3437,62.36891017,,,,,,,,,,,0.0274494,,,0.0,Segment B: native,33.3437,62.36891017,8.379614205,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,41.0,8.372796023,34.2422,62.6916329,,,,,,,,,,,0.0558292,,,0.0,Segment B: native,34.2422,62.6916329,8.372796023,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,42.0,8.63,35.3406,61.92379269,,,,,,,,,,,0.0558292,,,0.0,Segment B: native,35.3406,61.92379269,8.63,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,43.0,8.321667985,34.6391,61.92578959,,,,,,,,,,,0.015353067,,,0.0,Segment B: native,34.6391,61.92578959,8.321667985,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,44.0,8.321667985,34.6375,61.92578959,,,,,,,,,,,0.015353067,,,0.0,Segment B: native,34.6375,61.92578959,8.321667985,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,45.0,8.312356394,35.636,62.02577972,,,,,,,,,,,0.015353067,,,0.0,Segment B: native,35.636,62.02577972,8.312356394,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,46.0,8.177964789,35.1344,62.02577972,,,,,,,,,,,0.015353067,,,0.0,Segment B: native,35.1344,62.02577972,8.177964789,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,47.0,8.019826494,34.6328,62.01425927,,,,,,,,,,,0.0148878,,,0.0,Segment B: native,34.6328,62.01425927,8.019826494,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,48.0,8.019826494,36.8312,61.44806528,,,,,,,,,,,0.0148878,,,0.0,Segment B: native,36.8312,61.44806528,8.019826494,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,49.0,7.9,35.9297,61.44806528,,,,,,,,,,,0.015353067,,,0.0,Segment B: native,35.9297,61.44806528,7.9,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,50.0,7.925022256,34.7281,61.40141947,,,,,,,,,,,0.006048167,,,0.0,Segment B: native,34.7281,61.40141947,7.925022256,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,51.0,7.907010909,33.8266,61.53969336,,,,,,,,,,,0.025123133,,,0.0,Segment B: native,33.8266,61.53969336,7.907010909,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,52.0,7.876215455,33.825,61.37924033,,,,,,,,,,,0.025123133,,,0.0,Segment B: native,33.825,61.37924033,7.876215455,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,53.0,7.778462841,35.8235,61.56117214,,,,,,,,,,,0.025123133,,,0.0,Segment B: native,35.8235,61.56117214,7.778462841,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,54.0,7.747475455,35.0219,59.44797934,,,,,,,,,,,0.0214012,,,0.0,Segment B: native,35.0219,59.44797934,7.747475455,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,55.0,7.747475455,35.0204,59.16444134,,,,,,,,,,,0.021866467,,,0.0,Segment B: native,35.0204,59.16444134,7.747475455,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,56.0,7.69,35.8187,59.06660747,,,,,,,,,,,0.021865,,,0.0,Segment B: native,35.8187,59.06660747,7.69,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,57.0,7.714733182,35.8172,59.06660747,,,,,,,,,,,0.021866467,,,0.0,Segment B: native,35.8172,59.06660747,7.714733182,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,58.0,7.714733182,35.6156,59.06660747,,,,,,,,,,,0.021866467,,,0.0,Segment B: native,35.6156,59.06660747,7.714733182,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,59.0,7.709790945,35.6141,59.04274384,,,,,,,,,,,0.016283533,,,0.0,Segment B: native,35.6141,59.04274384,7.709790945,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,60.0,7.657394013,34.2127,59.23819838,,,,,,,,,,,0.016283533,,,0.0,Segment B: native,34.2127,59.23819838,7.657394013,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,61.0,7.661884695,32.911,59.35803818,,,,,,,,,,,0.016283533,,,0.0,Segment B: native,32.911,59.35803818,7.661884695,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,62.0,7.657867841,32.6094,59.35803818,,,,,,,,,,,0.016283533,,,0.0,Segment B: native,32.6094,59.35803818,7.657867841,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,63.0,7.49,33.5079,59.35803818,,,,,,,,,,,0.016283533,,,0.0,Segment B: native,33.5079,59.35803818,7.49,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,64.0,7.591255682,34.5063,59.42743477,,,,,,,,,,,0.016283533,,,0.0,Segment B: native,34.5063,59.42743477,7.591255682,poultry manure|8.062|20.0|67.0
poultry manure,8.06193,20.0,67.0,65.0,7.591255682,35.8048,59.42743477,,,,,,,,,,,0.013957333,,,0.0,Segment B: native,35.8048,59.42743477,7.591255682,poultry manure|8.062|20.0|67.0
poultry manure,8.24,25.0,67.0,1.0,8.098499129,32.9031,67.0,,,,,,,,,,,0.232156667,,,0.018329533,Segment B: native,32.9031,67.0,8.098499129,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,2.0,8.378126484,34.0016,61.87272386,,,,,,,,,,,0.224247333,,,0.003779287,Segment B: native,34.0016,61.87272386,8.378126484,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,3.0,8.793316203,35.3,54.34749318,,,,,,,,,,,0.166557333,,,0.003590327,Segment B: native,35.3,54.34749318,8.793316203,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,4.0,8.899985939,42.1001,54.21480707,,,,,,,,,,,0.201450667,,,0.007747533,Segment B: native,42.1001,54.21480707,8.899985939,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,5.0,9.049249132,52.6984,53.33781162,,,,,,,,,,,0.165626667,,,0.006613753,Segment B: native,52.6984,53.33781162,9.049249132,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,6.0,9.050645193,48.4969,52.88790025,,,,,,,,,,,0.172605333,,,0.008125467,Segment B: native,48.4969,52.88790025,9.050645193,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,7.0,9.4,50.6953,52.12898928,,,,,,,,,,,0.204707333,,,0.0115268,Segment B: native,50.6953,52.12898928,9.4,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,8.0,9.019363704,46.3938,48.42068258,,,,,,,,,,,0.155856667,,,0.006613753,Segment B: native,46.3938,48.42068258,9.019363704,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,9.0,8.941809809,51.7922,48.26244735,,,,,,,,,,,0.188423333,,,0.009070267,Segment B: native,51.7922,48.26244735,8.941809809,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,10.0,8.904602979,46.7905,48.08486439,,,,,,,,,,,0.176792667,,,0.003212393,Segment B: native,46.7905,48.08486439,8.904602979,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,11.0,8.617971765,49.689,47.55180758,,,,,,,,,,,0.177258,,,0.010582,Segment B: native,49.689,47.55180758,8.617971765,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,12.0,8.624920646,48.4875,46.4873782,,,,,,,,,,,0.168418,,,0.008692333,Segment B: native,48.4875,46.4873782,8.624920646,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,13.0,8.590273463,46.6859,46.33050961,,,,,,,,,,,0.17214,,,0.00510204,Segment B: native,46.6859,46.33050961,8.590273463,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,14.0,8.6,47.5844,45.93870296,,,,,,,,,,,0.158182667,,,0.003023433,Segment B: native,47.5844,45.93870296,8.6,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,15.0,8.474666243,42.3827,46.43452114,,,,,,,,,,,0.155856667,,,0.000188965,Segment B: native,42.3827,46.43452114,8.474666243,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,16.0,8.433550789,44.9813,45.23026205,,,,,,,,,,,0.138177333,,,0.0,Segment B: native,44.9813,45.23026205,8.433550789,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,17.0,8.433516471,42.3797,45.03010621,,,,,,,,,,,0.133059333,,,0.0,Segment B: native,42.3797,45.03010621,8.433516471,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,18.0,8.167121324,41.3782,51.20087671,,,,,,,,,,,0.119567333,,,0.0,Segment B: native,41.3782,51.20087671,8.167121324,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,19.0,8.149507688,43.9766,51.23127557,,,,,,,,,,,0.068390667,,,0.0,Segment B: native,43.9766,51.23127557,8.149507688,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,20.0,8.074898256,42.3751,51.65860512,,,,,,,,,,,0.068390667,,,0.0,Segment B: native,42.3751,51.65860512,8.074898256,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,21.0,7.85,40.9734,60.98557464,,,,,,,,,,,0.070252,,,0.0,Segment B: native,40.9734,60.98557464,7.85,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,22.0,7.92142587,37.8718,60.999211,,,,,,,,,,,0.069786667,,,0.0,Segment B: native,37.8718,60.999211,7.92142587,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,23.0,7.913698597,38.1703,61.06622333,,,,,,,,,,,0.065134067,,,0.0,Segment B: native,38.1703,61.06622333,7.913698597,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,24.0,7.904494052,37.9687,60.60941424,,,,,,,,,,,0.065134067,,,0.0,Segment B: native,37.9687,60.60941424,7.904494052,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,25.0,7.853845529,37.6671,60.89399606,,,,,,,,,,,0.042337133,,,0.0,Segment B: native,37.6671,60.89399606,7.853845529,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,26.0,7.858691586,37.4656,60.69571765,,,,,,,,,,,0.0428024,,,0.0,Segment B: native,37.4656,60.69571765,7.858691586,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,27.0,7.846502154,35.4641,60.65061596,,,,,,,,,,,0.0428024,,,0.0,Segment B: native,35.4641,60.65061596,7.846502154,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,28.0,7.74,38.9624,60.48976937,,,,,,,,,,,0.041871933,,,0.0,Segment B: native,38.9624,60.48976937,7.74,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,29.0,7.793434239,34.9609,60.43844209,,,,,,,,,,,0.041871933,,,0.0,Segment B: native,34.9609,60.43844209,7.793434239,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,30.0,7.780524693,36.3593,60.51731639,,,,,,,,,,,0.041406667,,,0.0,Segment B: native,36.3593,60.51731639,7.780524693,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,31.0,7.735809579,35.3578,60.85076752,,,,,,,,,,,0.0404762,,,0.0,Segment B: native,35.3578,60.85076752,7.735809579,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,32.0,7.68322992,38.2562,61.08728045,,,,,,,,,,,0.0404762,,,0.0,Segment B: native,38.2562,61.08728045,7.68322992,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,33.0,7.667411966,36.7547,62.27873533,,,,,,,,,,,0.0404762,,,0.0,Segment B: native,36.7547,62.27873533,7.667411966,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,34.0,7.665366511,36.4533,62.0765771,,,,,,,,,,,0.039545733,,,0.0,Segment B: native,36.4533,62.0765771,7.665366511,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,35.0,7.56,35.9516,61.94881119,,,,,,,,,,,0.039080467,,,0.0,Segment B: native,35.9516,61.94881119,7.56,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,36.0,7.630855004,34.25,61.7614838,,,,,,,,,,,0.039080467,,,0.0,Segment B: native,34.25,61.7614838,7.630855004,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,37.0,7.630855004,36.3484,61.72843607,,,,,,,,,,,0.054898733,,,0.0,Segment B: native,36.3484,61.72843607,7.630855004,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,38.0,7.65479821,35.0469,61.55724843,,,,,,,,,,,0.054898733,,,0.0,Segment B: native,35.0469,61.55724843,7.65479821,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,39.0,7.694284484,34.3453,61.47883933,,,,,,,,,,,0.089792,,,0.0,Segment B: native,34.3453,61.47883933,7.694284484,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,40.0,7.694284484,34.1438,61.50383933,,,,,,,,,,,0.074904,,,0.0,Segment B: native,34.1438,61.50383933,7.694284484,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,41.0,7.699656129,34.5422,61.86722911,,,,,,,,,,,0.075369333,,,0.0,Segment B: native,34.5422,61.86722911,7.699656129,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,42.0,7.69,36.9406,61.00640482,,,,,,,,,,,0.022796933,,,0.0,Segment B: native,36.9406,61.00640482,7.69,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,43.0,7.705464643,37.4391,61.00383921,,,,,,,,,,,0.022796933,,,0.0,Segment B: native,37.4391,61.00383921,7.705464643,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,44.0,7.671074664,36.4377,61.00383921,,,,,,,,,,,0.022796933,,,0.0,Segment B: native,36.4377,61.00383921,7.671074664,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,45.0,7.672526823,39.1359,61.10382934,,,,,,,,,,,0.022796933,,,0.0,Segment B: native,39.1359,61.10382934,7.672526823,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,46.0,7.671509384,37.8343,61.10382934,,,,,,,,,,,0.022796933,,,0.0,Segment B: native,37.8343,61.10382934,7.671509384,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,47.0,7.661850294,37.8328,61.09230889,,,,,,,,,,,0.022796933,,,0.0,Segment B: native,37.8328,61.09230889,7.661850294,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,48.0,7.664522053,39.5312,60.52317059,,,,,,,,,,,0.022796933,,,0.0,Segment B: native,39.5312,60.52317059,7.664522053,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,49.0,7.78,39.5297,60.52317059,,,,,,,,,,,0.0302408,,,0.0,Segment B: native,39.5297,60.52317059,7.78,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,50.0,7.655912811,39.5281,60.47652477,,,,,,,,,,,0.0302408,,,0.0,Segment B: native,39.5281,60.47652477,7.655912811,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,51.0,7.638574288,37.4266,60.69374639,,,,,,,,,,,0.0302408,,,0.0,Segment B: native,37.4266,60.69374639,7.638574288,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,52.0,7.634937924,37.525,60.49583199,,,,,,,,,,,0.0302408,,,0.0,Segment B: native,37.525,60.49583199,7.634937924,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,53.0,7.477665197,39.5235,60.67776381,,,,,,,,,,,0.0302408,,,0.0,Segment B: native,39.5235,60.67776381,7.477665197,poultry manure|8.24|25.0|67.0
poultry manure,8.24,25.0,67.0,54.0,7.384333027,38.522,58.56457101,,,,,,,,,,,0.0279146,,,0.0,Segment B: native,38.522,58.56457101,7.384333027,poultry manure|8.24|25.0|67.0
